attribution_id,order_id,campaign_id,touchpoint_channel,touchpoint_type,attributed_revenue,attribution_weight,confidence_score
ATTR-00290,ORD-00290,CMP-2025-03,Pinterest,Last Click,64.92,1.0,0.95
ATTR-00291,ORD-00291,CMP-2025-01,Google Search,Last Click,646.92,1.0,0.95
ATTR-00292,ORD-00292,CMP-ORGANIC,Social Organic,Direct,86.52,0.8,0.85
ATTR-00293,ORD-00293,CMP-ORGANIC,Email Newsletter,Direct,871.56,0.8,0.85
ATTR-00294,ORD-00294,CMP-2025-01,Google Search,Last Click,88.79,1.0,0.95
ATTR-00295,ORD-00295,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-00296,ORD-00296,CMP-ORGANIC,Email Newsletter,Direct,97.32,0.8,0.85
ATTR-00297,ORD-00297,CMP-2025-03,Email Marketing,Last Click,1309.28,1.0,0.95
ATTR-00298,ORD-00298,CMP-2025-02,TikTok,Last Click,278.64,1.0,0.95
ATTR-00299,ORD-00299,CMP-2025-01,LinkedIn,Last Click,93.7,1.0,0.95
ATTR-00300,ORD-00300,CMP-2025-03,Email Marketing,Last Click,181.44,1.0,0.95
ATTR-00301,ORD-00301,CMP-2025-04,YouTube Video Ads,Last Click,1293.84,1.0,0.95
ATTR-00302,ORD-00302,CMP-2025-01,Google Search,Last Click,46.02,1.0,0.95
ATTR-00303,ORD-00303,CMP-2025-03,Instagram,Last Click,414.72,1.0,0.95
ATTR-00304,ORD-00304,CMP-ORGANIC,Organic Search,Direct,139.32,0.8,0.85
ATTR-00305,ORD-00305,CMP-2025-05,SMS,Last Click,568.51,1.0,0.95
ATTR-00306,ORD-00306,CMP-ORGANIC,Social Organic,Direct,786.24,0.8,0.85
ATTR-00307,ORD-00307,CMP-2025-05,Meta Retargeting,Last Click,352.51,1.0,0.95
ATTR-00308,ORD-00308,CMP-2025-05,SMS,Last Click,160.92,1.0,0.95
ATTR-00309,ORD-00309,CMP-2025-05,Google Remarketing,Last Click,170.64,1.0,0.95
ATTR-00310,ORD-00310,CMP-2025-04,Meta Ads,Last Click,125.39,1.0,0.95
ATTR-00311,ORD-00311,CMP-2025-04,Google Shopping,Last Click,255.2,1.0,0.95
ATTR-00312,ORD-00312,CMP-ORGANIC,Email Newsletter,Direct,751.68,0.8,0.85
ATTR-00313,ORD-00313,CMP-2025-04,YouTube Video Ads,Last Click,110.59,1.0,0.95
ATTR-00314,ORD-00314,CMP-2025-05,Meta Retargeting,Last Click,110.81,1.0,0.95
ATTR-00315,ORD-00315,CMP-2025-02,TikTok,Last Click,140.45,1.0,0.95
ATTR-00316,ORD-00316,CMP-2025-02,TikTok,Last Click,128.74,1.0,0.95
ATTR-00317,ORD-00317,CMP-2025-05,SMS,Last Click,133.16,1.0,0.95
ATTR-00318,ORD-00318,CMP-ORGANIC,Direct Traffic,Direct,75.72,0.8,0.85
ATTR-00319,ORD-00319,CMP-2025-05,SMS,Last Click,376.92,1.0,0.95
ATTR-00320,ORD-00320,CMP-2025-04,Meta Ads,Last Click,118.42,1.0,0.95
ATTR-00321,ORD-00321,CMP-2025-03,Pinterest,Last Click,128.74,1.0,0.95
ATTR-00322,ORD-00322,CMP-2025-05,Meta Retargeting,Last Click,339.23,1.0,0.95
ATTR-00323,ORD-00323,CMP-2025-04,YouTube Video Ads,Last Click,221.18,1.0,0.95
ATTR-00324,ORD-00324,CMP-ORGANIC,Direct Traffic,Direct,127.44,0.8,0.85
ATTR-00325,ORD-00325,CMP-2025-01,Google Search,Last Click,125.77,1.0,0.95
ATTR-00326,ORD-00326,CMP-2025-03,Email Marketing,Last Click,79.07,1.0,0.95
ATTR-00327,ORD-00327,CMP-ORGANIC,Direct Traffic,Direct,43.32,0.8,0.85
ATTR-00328,ORD-00328,CMP-ORGANIC,Direct Traffic,Direct,112.32,0.8,0.85
ATTR-00329,ORD-00329,CMP-2025-04,Google Shopping,Last Click,119.23,1.0,0.95
ATTR-00330,ORD-00330,CMP-2025-03,Email Marketing,Last Click,74.64,1.0,0.95
ATTR-00331,ORD-00331,CMP-2025-03,Pinterest,Last Click,84.52,1.0,0.95
ATTR-00332,ORD-00332,CMP-ORGANIC,Organic Search,Direct,376.92,0.8,0.85
ATTR-00333,ORD-00333,CMP-2025-01,Meta Ads,Last Click,86.52,1.0,0.95
ATTR-00334,ORD-00334,CMP-2025-05,Meta Retargeting,Last Click,79.07,1.0,0.95
ATTR-00335,ORD-00335,CMP-2025-05,SMS,Last Click,549.88,1.0,0.95
ATTR-00336,ORD-00336,CMP-2025-04,YouTube Video Ads,Last Click,84.52,1.0,0.95
ATTR-00337,ORD-00337,CMP-2025-02,TikTok,Last Click,273.56,1.0,0.95
ATTR-00338,ORD-00338,CMP-2025-03,Pinterest,Last Click,108.12,1.0,0.95
ATTR-00339,ORD-00339,CMP-ORGANIC,Email Newsletter,Direct,678.24,0.8,0.85
ATTR-00340,ORD-00340,CMP-2025-05,Meta Retargeting,Last Click,80.26,1.0,0.95
ATTR-00341,ORD-00341,CMP-2025-01,Google Search,Last Click,118.42,1.0,0.95
ATTR-00342,ORD-00342,CMP-2025-04,YouTube Video Ads,Last Click,64.92,1.0,0.95
ATTR-00343,ORD-00343,CMP-2025-03,Email Marketing,Last Click,118.42,1.0,0.95
ATTR-00344,ORD-00344,CMP-2025-03,Instagram,Last Click,81.12,1.0,0.95
ATTR-00345,ORD-00345,CMP-2025-02,TikTok,Last Click,56.98,1.0,0.95
ATTR-00346,ORD-00346,CMP-2025-03,Email Marketing,Last Click,125.39,1.0,0.95
ATTR-00347,ORD-00347,CMP-2025-02,TikTok,Last Click,88.79,1.0,0.95
ATTR-00348,ORD-00348,CMP-2025-04,Meta Ads,Last Click,64.92,1.0,0.95
ATTR-00349,ORD-00349,CMP-ORGANIC,Organic Search,Direct,97.32,0.8,0.85
ATTR-00350,ORD-00350,CMP-2025-02,TikTok,Last Click,86.52,1.0,0.95
ATTR-00351,ORD-00351,CMP-2025-01,Meta Ads,Last Click,136.78,1.0,0.95
ATTR-00352,ORD-00352,CMP-ORGANIC,Email Newsletter,Direct,376.92,0.8,0.85
ATTR-00353,ORD-00353,CMP-2025-01,Meta Ads,Last Click,62.98,1.0,0.95
ATTR-00354,ORD-00354,CMP-2025-04,YouTube Video Ads,Last Click,80.26,1.0,0.95
ATTR-00355,ORD-00355,CMP-2025-04,Google Shopping,Last Click,320.38,1.0,0.95
ATTR-00356,ORD-00356,CMP-2025-04,Google Shopping,Last Click,98.51,1.0,0.95
ATTR-00357,ORD-00357,CMP-ORGANIC,Direct Traffic,Direct,108.12,0.8,0.85
ATTR-00358,ORD-00358,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-00359,ORD-00359,CMP-ORGANIC,Organic Search,Direct,127.44,0.8,0.85
ATTR-00360,ORD-00360,CMP-2025-03,Pinterest,Last Click,66.16,1.0,0.95
ATTR-00361,ORD-00361,CMP-2025-05,Meta Retargeting,Last Click,64.92,1.0,0.95
ATTR-00362,ORD-00362,CMP-2025-05,Google Remarketing,Last Click,149.04,1.0,0.95
ATTR-00363,ORD-00363,CMP-2025-04,YouTube Video Ads,Last Click,43.32,1.0,0.95
ATTR-00364,ORD-00364,CMP-ORGANIC,Email Newsletter,Direct,160.92,0.8,0.85
ATTR-00365,ORD-00365,CMP-2025-04,Meta Ads,Last Click,144.83,1.0,0.95
ATTR-00366,ORD-00366,CMP-ORGANIC,Social Organic,Direct,376.92,0.8,0.85
ATTR-00367,ORD-00367,CMP-2025-04,Google Shopping,Last Click,49.8,1.0,0.95
ATTR-00368,ORD-00368,CMP-ORGANIC,Social Organic,Direct,276.48,0.8,0.85
ATTR-00369,ORD-00369,CMP-2025-05,Google Remarketing,Last Click,126.68,1.0,0.95
ATTR-00370,ORD-00370,CMP-ORGANIC,Email Newsletter,Direct,86.52,0.8,0.85
ATTR-00371,ORD-00371,CMP-2025-02,TikTok,Last Click,99.14,1.0,0.95
ATTR-00372,ORD-00372,CMP-2025-02,Influencer,Last Click,517.54,1.0,0.95
ATTR-00373,ORD-00373,CMP-2025-01,Meta Ads,Last Click,101.95,1.0,0.95
ATTR-00374,ORD-00374,CMP-2025-02,Influencer,Last Click,80.26,1.0,0.95
ATTR-00375,ORD-00375,CMP-2025-01,LinkedIn,Last Click,84.58,1.0,0.95
ATTR-00376,ORD-00376,CMP-2025-03,Pinterest,Last Click,223.56,1.0,0.95
ATTR-00377,ORD-00377,CMP-ORGANIC,Organic Search,Direct,353.16,0.8,0.85
ATTR-00378,ORD-00378,CMP-2025-05,SMS,Last Click,136.78,1.0,0.95
ATTR-00379,ORD-00379,CMP-2025-05,SMS,Last Click,75.34,1.0,0.95
ATTR-00380,ORD-00380,CMP-2025-04,Google Shopping,Last Click,54.34,1.0,0.95
ATTR-00381,ORD-00381,CMP-ORGANIC,Social Organic,Direct,64.92,0.8,0.85
ATTR-00382,ORD-00382,CMP-2025-01,Google Search,Last Click,56.98,1.0,0.95
ATTR-00383,ORD-00383,CMP-2025-04,Meta Ads,Last Click,74.21,1.0,0.95
ATTR-00384,ORD-00384,CMP-2025-03,Instagram,Last Click,549.88,1.0,0.95
ATTR-00385,ORD-00385,CMP-2025-04,Google Shopping,Last Click,179.71,1.0,0.95
ATTR-00386,ORD-00386,CMP-ORGANIC,Direct Traffic,Direct,353.16,0.8,0.85
ATTR-00387,ORD-00387,CMP-2025-02,Influencer,Last Click,134.14,1.0,0.95
ATTR-00388,ORD-00388,CMP-2025-01,Google Search,Last Click,124.42,1.0,0.95
ATTR-00389,ORD-00389,CMP-2025-05,Google Remarketing,Last Click,229.82,1.0,0.95
ATTR-00390,ORD-00390,CMP-2025-04,Google Shopping,Last Click,301.54,1.0,0.95
ATTR-00391,ORD-00391,CMP-ORGANIC,Direct Traffic,Direct,223.56,0.8,0.85
ATTR-00392,ORD-00392,CMP-ORGANIC,Social Organic,Direct,646.92,0.8,0.85
ATTR-00393,ORD-00393,CMP-2025-04,Meta Ads,Last Click,320.38,1.0,0.95
ATTR-00394,ORD-00394,CMP-ORGANIC,Organic Search,Direct,197.64,0.8,0.85
ATTR-00395,ORD-00395,CMP-2025-03,Instagram,Last Click,204.77,1.0,0.95
ATTR-00396,ORD-00396,CMP-2025-02,TikTok,Last Click,59.63,1.0,0.95
ATTR-00397,ORD-00397,CMP-2025-04,Google Shopping,Last Click,320.38,1.0,0.95
ATTR-00398,ORD-00398,CMP-ORGANIC,Organic Search,Direct,753.84,0.8,0.85
ATTR-00399,ORD-00399,CMP-ORGANIC,Social Organic,Direct,75.72,0.8,0.85
ATTR-00400,ORD-00400,CMP-ORGANIC,Organic Search,Direct,376.92,0.8,0.85
ATTR-00401,ORD-00401,CMP-2025-04,Google Shopping,Last Click,450.04,1.0,0.95
ATTR-00402,ORD-00402,CMP-ORGANIC,Organic Search,Direct,139.32,0.8,0.85
ATTR-00403,ORD-00403,CMP-2025-05,Meta Retargeting,Last Click,97.32,1.0,0.95
ATTR-00404,ORD-00404,CMP-ORGANIC,Email Newsletter,Direct,192.24,0.8,0.85
ATTR-00405,ORD-00405,CMP-2025-01,Meta Ads,Last Click,209.95,1.0,0.95
ATTR-00406,ORD-00406,CMP-2025-01,Meta Ads,Last Click,65.24,1.0,0.95
ATTR-00407,ORD-00407,CMP-2025-01,Google Search,Last Click,1293.84,1.0,0.95
ATTR-00408,ORD-00408,CMP-2025-02,Instagram Reels,Last Click,367.2,1.0,0.95
ATTR-00409,ORD-00409,CMP-ORGANIC,Organic Search,Direct,64.92,0.8,0.85
ATTR-00410,ORD-00410,CMP-ORGANIC,Organic Search,Direct,753.84,0.8,0.85
ATTR-00411,ORD-00411,CMP-2025-01,Meta Ads,Last Click,320.38,1.0,0.95
ATTR-00412,ORD-00412,CMP-ORGANIC,Organic Search,Direct,147.96,0.8,0.85
ATTR-00413,ORD-00413,CMP-2025-01,Meta Ads,Last Click,118.42,1.0,0.95
ATTR-00414,ORD-00414,CMP-ORGANIC,Organic Search,Direct,1194.48,0.8,0.85
ATTR-00415,ORD-00415,CMP-2025-03,Pinterest,Last Click,97.32,1.0,0.95
ATTR-00416,ORD-00416,CMP-2025-02,Influencer,Last Click,1226.66,1.0,0.95
ATTR-00417,ORD-00417,CMP-2025-01,LinkedIn,Last Click,101.95,1.0,0.95
ATTR-00418,ORD-00418,CMP-2025-02,TikTok,Last Click,97.32,1.0,0.95
ATTR-00419,ORD-00419,CMP-2025-03,Pinterest,Last Click,678.46,1.0,0.95
ATTR-00420,ORD-00420,CMP-ORGANIC,Organic Search,Direct,257.04,0.8,0.85
ATTR-00421,ORD-00421,CMP-2025-01,Meta Ads,Last Click,160.92,1.0,0.95
ATTR-00422,ORD-00422,CMP-2025-04,YouTube Video Ads,Last Click,173.02,1.0,0.95
ATTR-00423,ORD-00423,CMP-2025-02,Influencer,Last Click,75.34,1.0,0.95
ATTR-00424,ORD-00424,CMP-2025-02,TikTok,Last Click,101.96,1.0,0.95
ATTR-00425,ORD-00425,CMP-2025-02,TikTok,Last Click,416.02,1.0,0.95
ATTR-00426,ORD-00426,CMP-2025-03,Email Marketing,Last Click,144.83,1.0,0.95
ATTR-00427,ORD-00427,CMP-2025-05,Meta Retargeting,Last Click,56.98,1.0,0.95
ATTR-00428,ORD-00428,CMP-2025-05,Google Remarketing,Last Click,320.38,1.0,0.95
ATTR-00429,ORD-00429,CMP-ORGANIC,Direct Traffic,Direct,860.76,0.8,0.85
ATTR-00430,ORD-00430,CMP-2025-04,Meta Ads,Last Click,173.02,1.0,0.95
ATTR-00431,ORD-00431,CMP-2025-05,Google Remarketing,Last Click,93.7,1.0,0.95
ATTR-00432,ORD-00432,CMP-2025-02,Instagram Reels,Last Click,1061.64,1.0,0.95
ATTR-00433,ORD-00433,CMP-2025-05,SMS,Last Click,255.96,1.0,0.95
ATTR-00434,ORD-00434,CMP-2025-05,Google Remarketing,Last Click,473.04,1.0,0.95
ATTR-00435,ORD-00435,CMP-ORGANIC,Direct Traffic,Direct,192.24,0.8,0.85
ATTR-00436,ORD-00436,CMP-ORGANIC,Direct Traffic,Direct,429.84,0.8,0.85
ATTR-00437,ORD-00437,CMP-2025-04,Google Shopping,Last Click,192.24,1.0,0.95
ATTR-00438,ORD-00438,CMP-2025-02,TikTok,Last Click,93.7,1.0,0.95
ATTR-00439,ORD-00439,CMP-2025-04,Meta Ads,Last Click,107.26,1.0,0.95
ATTR-00440,ORD-00440,CMP-2025-03,Instagram,Last Click,224.64,1.0,0.95
ATTR-00441,ORD-00441,CMP-2025-04,Meta Ads,Last Click,128.74,1.0,0.95
ATTR-00442,ORD-00442,CMP-2025-02,Influencer,Last Click,117.5,1.0,0.95
ATTR-00443,ORD-00443,CMP-2025-05,SMS,Last Click,128.74,1.0,0.95
ATTR-00444,ORD-00444,CMP-2025-05,SMS,Last Click,594.43,1.0,0.95
ATTR-00445,ORD-00445,CMP-ORGANIC,Direct Traffic,Direct,504.36,0.8,0.85
ATTR-00446,ORD-00446,CMP-2025-02,TikTok,Last Click,646.92,1.0,0.95
ATTR-00447,ORD-00447,CMP-2025-01,LinkedIn,Last Click,40.19,1.0,0.95
ATTR-00448,ORD-00448,CMP-2025-02,TikTok,Last Click,160.92,1.0,0.95
ATTR-00449,ORD-00449,CMP-ORGANIC,Social Organic,Direct,49.8,0.8,0.85
ATTR-00450,ORD-00450,CMP-2025-01,LinkedIn,Last Click,699.84,1.0,0.95
ATTR-00451,ORD-00451,CMP-2025-04,YouTube Video Ads,Last Click,646.92,1.0,0.95
ATTR-00452,ORD-00452,CMP-ORGANIC,Organic Search,Direct,81.12,0.8,0.85
ATTR-00453,ORD-00453,CMP-2025-02,Influencer,Last Click,74.64,1.0,0.95
ATTR-00454,ORD-00454,CMP-2025-03,Instagram,Last Click,62.98,1.0,0.95
ATTR-00455,ORD-00455,CMP-2025-05,SMS,Last Click,93.7,1.0,0.95
ATTR-00456,ORD-00456,CMP-2025-05,Meta Retargeting,Last Click,93.7,1.0,0.95
ATTR-00457,ORD-00457,CMP-2025-03,Instagram,Last Click,224.64,1.0,0.95
ATTR-00458,ORD-00458,CMP-2025-02,Influencer,Last Click,107.04,1.0,0.95
ATTR-00459,ORD-00459,CMP-2025-01,Meta Ads,Last Click,117.84,1.0,0.95
ATTR-00460,ORD-00460,CMP-2025-03,Pinterest,Last Click,191.16,1.0,0.95
ATTR-00461,ORD-00461,CMP-2025-02,TikTok,Last Click,104.65,1.0,0.95
ATTR-00462,ORD-00462,CMP-2025-01,Google Search,Last Click,54.34,1.0,0.95
ATTR-00463,ORD-00463,CMP-2025-03,Instagram,Last Click,95.47,1.0,0.95
ATTR-00464,ORD-00464,CMP-ORGANIC,Email Newsletter,Direct,102.72,0.8,0.85
ATTR-00465,ORD-00465,CMP-2025-01,Google Search,Last Click,117.84,1.0,0.95
ATTR-00466,ORD-00466,CMP-ORGANIC,Direct Traffic,Direct,159.84,0.8,0.85
ATTR-00467,ORD-00467,CMP-2025-03,Pinterest,Last Click,240.52,1.0,0.95
ATTR-00468,ORD-00468,CMP-ORGANIC,Social Organic,Direct,64.92,0.8,0.85
ATTR-00469,ORD-00469,CMP-ORGANIC,Email Newsletter,Direct,117.84,0.8,0.85
ATTR-00470,ORD-00470,CMP-2025-05,SMS,Last Click,46.02,1.0,0.95
ATTR-00471,ORD-00471,CMP-2025-03,Email Marketing,Last Click,392.9,1.0,0.95
ATTR-00472,ORD-00472,CMP-2025-05,SMS,Last Click,678.24,1.0,0.95
ATTR-00473,ORD-00473,CMP-2025-03,Pinterest,Last Click,517.54,1.0,0.95
ATTR-00474,ORD-00474,CMP-2025-04,Google Shopping,Last Click,924.48,1.0,0.95
ATTR-00475,ORD-00475,CMP-2025-05,Meta Retargeting,Last Click,640.76,1.0,0.95
ATTR-00476,ORD-00476,CMP-2025-02,Influencer,Last Click,517.54,1.0,0.95
ATTR-00477,ORD-00477,CMP-2025-02,Influencer,Last Click,66.16,1.0,0.95
ATTR-00478,ORD-00478,CMP-2025-03,Pinterest,Last Click,43.32,1.0,0.95
ATTR-00479,ORD-00479,CMP-2025-03,Email Marketing,Last Click,731.16,1.0,0.95
ATTR-00480,ORD-00480,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-00481,ORD-00481,CMP-2025-04,YouTube Video Ads,Last Click,230.36,1.0,0.95
ATTR-00482,ORD-00482,CMP-2025-04,Google Shopping,Last Click,40.19,1.0,0.95
ATTR-00483,ORD-00483,CMP-ORGANIC,Organic Search,Direct,149.04,0.8,0.85
ATTR-00484,ORD-00484,CMP-ORGANIC,Direct Traffic,Direct,87.6,0.8,0.85
ATTR-00485,ORD-00485,CMP-2025-01,LinkedIn,Last Click,1023.84,1.0,0.95
ATTR-00486,ORD-00486,CMP-2025-05,Google Remarketing,Last Click,517.54,1.0,0.95
ATTR-00487,ORD-00487,CMP-2025-02,Influencer,Last Click,42.24,1.0,0.95
ATTR-00488,ORD-00488,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-00489,ORD-00489,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-00490,ORD-00490,CMP-ORGANIC,Direct Traffic,Direct,537.84,0.8,0.85
ATTR-00491,ORD-00491,CMP-2025-02,Influencer,Last Click,1010.88,1.0,0.95
ATTR-00492,ORD-00492,CMP-ORGANIC,Email Newsletter,Direct,74.64,0.8,0.85
ATTR-00493,ORD-00493,CMP-2025-02,Influencer,Last Click,173.02,1.0,0.95
ATTR-00494,ORD-00494,CMP-ORGANIC,Organic Search,Direct,177.12,0.8,0.85
ATTR-00495,ORD-00495,CMP-2025-03,Instagram,Last Click,88.79,1.0,0.95
ATTR-00496,ORD-00496,CMP-2025-01,LinkedIn,Last Click,678.46,1.0,0.95
ATTR-00497,ORD-00497,CMP-2025-04,YouTube Video Ads,Last Click,201.96,1.0,0.95
ATTR-00498,ORD-00498,CMP-ORGANIC,Direct Traffic,Direct,137.16,0.8,0.85
ATTR-00499,ORD-00499,CMP-ORGANIC,Direct Traffic,Direct,87.6,0.8,0.85
ATTR-00500,ORD-00500,CMP-2025-04,Meta Ads,Last Click,153.58,1.0,0.95
ATTR-00501,ORD-00501,CMP-ORGANIC,Organic Search,Direct,646.92,0.8,0.85
ATTR-00502,ORD-00502,CMP-2025-05,SMS,Last Click,69.35,1.0,0.95
ATTR-00503,ORD-00503,CMP-2025-05,Google Remarketing,Last Click,84.52,1.0,0.95
ATTR-00504,ORD-00504,CMP-2025-04,YouTube Video Ads,Last Click,128.74,1.0,0.95
ATTR-00505,ORD-00505,CMP-ORGANIC,Direct Traffic,Direct,43.32,0.8,0.85
ATTR-00506,ORD-00506,CMP-ORGANIC,Email Newsletter,Direct,515.16,0.8,0.85
ATTR-00507,ORD-00507,CMP-2025-03,Instagram,Last Click,273.56,1.0,0.95
ATTR-00508,ORD-00508,CMP-ORGANIC,Social Organic,Direct,75.72,0.8,0.85
ATTR-00509,ORD-00509,CMP-2025-02,TikTok,Last Click,160.92,1.0,0.95
ATTR-00510,ORD-00510,CMP-ORGANIC,Social Organic,Direct,170.64,0.8,0.85
ATTR-00511,ORD-00511,CMP-2025-02,Influencer,Last Click,88.79,1.0,0.95
ATTR-00512,ORD-00512,CMP-2025-02,Influencer,Last Click,171.07,1.0,0.95
ATTR-00513,ORD-00513,CMP-2025-01,LinkedIn,Last Click,257.47,1.0,0.95
ATTR-00514,ORD-00514,CMP-2025-02,TikTok,Last Click,104.98,1.0,0.95
ATTR-00515,ORD-00515,CMP-2025-04,YouTube Video Ads,Last Click,62.98,1.0,0.95
ATTR-00516,ORD-00516,CMP-ORGANIC,Direct Traffic,Direct,192.24,0.8,0.85
ATTR-00517,ORD-00517,CMP-2025-05,Meta Retargeting,Last Click,81.12,1.0,0.95
ATTR-00518,ORD-00518,CMP-2025-01,Google Search,Last Click,125.39,1.0,0.95
ATTR-00519,ORD-00519,CMP-2025-01,Meta Ads,Last Click,231.34,1.0,0.95
ATTR-00520,ORD-00520,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-00521,ORD-00521,CMP-ORGANIC,Email Newsletter,Direct,64.92,0.8,0.85
ATTR-00522,ORD-00522,CMP-2025-05,SMS,Last Click,145.04,1.0,0.95
ATTR-00523,ORD-00523,CMP-2025-05,SMS,Last Click,318.55,1.0,0.95
ATTR-00524,ORD-00524,CMP-ORGANIC,Direct Traffic,Direct,201.96,0.8,0.85
ATTR-00525,ORD-00525,CMP-2025-03,Email Marketing,Last Click,170.64,1.0,0.95
ATTR-00526,ORD-00526,CMP-2025-05,Meta Retargeting,Last Click,153.58,1.0,0.95
ATTR-00527,ORD-00527,CMP-2025-04,YouTube Video Ads,Last Click,732.24,1.0,0.95
ATTR-00528,ORD-00528,CMP-ORGANIC,Email Newsletter,Direct,75.72,0.8,0.85
ATTR-00529,ORD-00529,CMP-ORGANIC,Email Newsletter,Direct,213.84,0.8,0.85
ATTR-00530,ORD-00530,CMP-ORGANIC,Social Organic,Direct,49.8,0.8,0.85
ATTR-00531,ORD-00531,CMP-2025-03,Email Marketing,Last Click,54.34,1.0,0.95
ATTR-00532,ORD-00532,CMP-2025-01,LinkedIn,Last Click,187.49,1.0,0.95
ATTR-00533,ORD-00533,CMP-2025-02,Influencer,Last Click,46.02,1.0,0.95
ATTR-00534,ORD-00534,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-00535,ORD-00535,CMP-ORGANIC,Direct Traffic,Direct,246.24,0.8,0.85
ATTR-00536,ORD-00536,CMP-2025-03,Pinterest,Last Click,210.92,1.0,0.95
ATTR-00537,ORD-00537,CMP-2025-04,Meta Ads,Last Click,126.68,1.0,0.95
ATTR-00538,ORD-00538,CMP-2025-04,Google Shopping,Last Click,49.8,1.0,0.95
ATTR-00539,ORD-00539,CMP-ORGANIC,Direct Traffic,Direct,64.92,0.8,0.85
ATTR-00540,ORD-00540,CMP-2025-01,Google Search,Last Click,97.32,1.0,0.95
ATTR-00541,ORD-00541,CMP-ORGANIC,Direct Traffic,Direct,108.12,0.8,0.85
ATTR-00542,ORD-00542,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-00543,ORD-00543,CMP-ORGANIC,Organic Search,Direct,376.92,0.8,0.85
ATTR-00544,ORD-00544,CMP-2025-04,Meta Ads,Last Click,97.54,1.0,0.95
ATTR-00545,ORD-00545,CMP-2025-03,Pinterest,Last Click,88.79,1.0,0.95
ATTR-00546,ORD-00546,CMP-2025-04,Google Shopping,Last Click,111.46,1.0,0.95
ATTR-00547,ORD-00547,CMP-2025-03,Email Marketing,Last Click,101.96,1.0,0.95
ATTR-00548,ORD-00548,CMP-2025-05,Google Remarketing,Last Click,235.44,1.0,0.95
ATTR-00549,ORD-00549,CMP-ORGANIC,Organic Search,Direct,1293.84,0.8,0.85
ATTR-00550,ORD-00550,CMP-2025-03,Instagram,Last Click,98.51,1.0,0.95
ATTR-00551,ORD-00551,CMP-2025-01,Google Search,Last Click,88.79,1.0,0.95
ATTR-00552,ORD-00552,CMP-2025-02,Instagram Reels,Last Click,93.31,1.0,0.95
ATTR-00553,ORD-00553,CMP-2025-02,Influencer,Last Click,127.44,1.0,0.95
ATTR-00554,ORD-00554,CMP-2025-05,Google Remarketing,Last Click,504.36,1.0,0.95
ATTR-00555,ORD-00555,CMP-2025-01,LinkedIn,Last Click,547.78,1.0,0.95
ATTR-00556,ORD-00556,CMP-ORGANIC,Email Newsletter,Direct,160.92,0.8,0.85
ATTR-00557,ORD-00557,CMP-2025-01,Google Search,Last Click,54.34,1.0,0.95
ATTR-00558,ORD-00558,CMP-ORGANIC,Email Newsletter,Direct,117.84,0.8,0.85
ATTR-00559,ORD-00559,CMP-2025-04,Meta Ads,Last Click,333.5,1.0,0.95
ATTR-00560,ORD-00560,CMP-ORGANIC,Organic Search,Direct,74.64,0.8,0.85
ATTR-00561,ORD-00561,CMP-ORGANIC,Direct Traffic,Direct,159.84,0.8,0.85
ATTR-00562,ORD-00562,CMP-2025-02,TikTok,Last Click,153.58,1.0,0.95
ATTR-00563,ORD-00563,CMP-ORGANIC,Email Newsletter,Direct,462.24,0.8,0.85
ATTR-00564,ORD-00564,CMP-2025-02,Instagram Reels,Last Click,235.93,1.0,0.95
ATTR-00565,ORD-00565,CMP-ORGANIC,Organic Search,Direct,64.92,0.8,0.85
ATTR-00566,ORD-00566,CMP-2025-04,Meta Ads,Last Click,119.23,1.0,0.95
ATTR-00567,ORD-00567,CMP-2025-04,YouTube Video Ads,Last Click,128.74,1.0,0.95
ATTR-00568,ORD-00568,CMP-2025-03,Pinterest,Last Click,69.35,1.0,0.95
ATTR-00569,ORD-00569,CMP-ORGANIC,Direct Traffic,Direct,646.92,0.8,0.85
ATTR-00570,ORD-00570,CMP-2025-03,Pinterest,Last Click,160.92,1.0,0.95
ATTR-00571,ORD-00571,CMP-ORGANIC,Email Newsletter,Direct,97.32,0.8,0.85
ATTR-00572,ORD-00572,CMP-2025-03,Email Marketing,Last Click,49.8,1.0,0.95
ATTR-00573,ORD-00573,CMP-2025-03,Email Marketing,Last Click,153.58,1.0,0.95
ATTR-00574,ORD-00574,CMP-ORGANIC,Organic Search,Direct,160.92,0.8,0.85
ATTR-00575,ORD-00575,CMP-ORGANIC,Social Organic,Direct,108.12,0.8,0.85
ATTR-00576,ORD-00576,CMP-2025-05,Meta Retargeting,Last Click,62.98,1.0,0.95
ATTR-00577,ORD-00577,CMP-2025-01,Meta Ads,Last Click,455.33,1.0,0.95
ATTR-00578,ORD-00578,CMP-2025-02,Influencer,Last Click,386.86,1.0,0.95
ATTR-00579,ORD-00579,CMP-2025-01,LinkedIn,Last Click,113.72,1.0,0.95
